text,aspectTerms/aspectTerm/0/_term,aspectTerms/aspectTerm/0/_polarity,aspectTerms/aspectTerm/0/_from,aspectTerms/aspectTerm/0/_to,aspectCategories/aspectCategory/0/_category,aspectCategories/aspectCategory/0/_polarity,_id,aspectCategories/aspectCategory/1/_category,aspectCategories/aspectCategory/1/_polarity,aspectTerms/aspectTerm/1/_term,aspectTerms/aspectTerm/1/_polarity,aspectTerms/aspectTerm/1/_from,aspectTerms/aspectTerm/1/_to,aspectTerms/aspectTerm/2/_term,aspectTerms/aspectTerm/2/_polarity,aspectTerms/aspectTerm/2/_from,aspectTerms/aspectTerm/2/_to,aspectTerms/aspectTerm/3/_term,aspectTerms/aspectTerm/3/_polarity,aspectTerms/aspectTerm/3/_from,aspectTerms/aspectTerm/3/_to,aspectTerms/aspectTerm/4/_term,aspectTerms/aspectTerm/4/_polarity,aspectTerms/aspectTerm/4/_from,aspectTerms/aspectTerm/4/_to,aspectTerms/aspectTerm/5/_term,aspectTerms/aspectTerm/5/_polarity,aspectTerms/aspectTerm/5/_from,aspectTerms/aspectTerm/5/_to,aspectTerms/aspectTerm/6/_term,aspectTerms/aspectTerm/6/_polarity,aspectTerms/aspectTerm/6/_from,aspectTerms/aspectTerm/6/_to,aspectCategories/aspectCategory/2/_category,aspectCategories/aspectCategory/2/_polarity,aspectTerms/aspectTerm/7/_term,aspectTerms/aspectTerm/7/_polarity,aspectTerms/aspectTerm/7/_from,aspectTerms/aspectTerm/7/_to,aspectCategories/aspectCategory/3/_category,aspectCategories/aspectCategory/3/_polarity,aspectTerms/aspectTerm/8/_term,aspectTerms/aspectTerm/8/_polarity,aspectTerms/aspectTerm/8/_from,aspectTerms/aspectTerm/8/_to
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive,4,8,food,positive,1929,service,positive,halibut special,positive,32,47,steak,positive,64,69,service,positive,80,87,,,,,,,,,,,,,,,,,,,,,,,,
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,negative,4,11,service,negative,740,,,bill,neutral,72,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is by far my favorite place in the neighborhood.,,,,,anecdotes/miscellaneous,positive,2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But too far east!,,,,,anecdotes/miscellaneous,negative,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satisfying.,,,,,anecdotes/miscellaneous,positive,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highly Highly Highly recommended!,,,,,anecdotes/miscellaneous,positive,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,positive,48,69,food,positive,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive,26,47,price,positive,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,neutral,106,117,service,positive,3442,,,seated,positive,50,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",,,,,ambience,positive,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral,26,43,anecdotes/miscellaneous,neutral,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The staff are attentive, and have smiles on their faces.",staff,positive,4,9,service,positive,3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,,,,,food,positive,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",dress codes,positive,3,14,ambience,positive,52,,,attitudes,positive,19,28,place,positive,71,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,positive,21,36,food,positive,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,positive,9,14,food,positive,3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,26,30,food,negative,2115,,,dumplings,neutral,82,91,appetizer,negative,99,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",jewish deli food,conflict,79,95,anecdotes/miscellaneous,conflict,1546,service,negative,,,,,,,,,,,,,,,,,,,,,,,,,food,conflict,,,,,,,,,,
After my 3rd time the manager remembered me and treated me like an usual customer.,manager,positive,22,29,service,positive,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,,,,,anecdotes/miscellaneous,positive,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now if they could only get a toaster.,toaster,negative,29,36,anecdotes/miscellaneous,negative,3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You will find yourself returning quite often.,,,,,anecdotes/miscellaneous,positive,2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,positive,31,47,service,positive,3505,food,positive,zucchini blossoms,positive,89,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative,0,10,food,positive,1747,service,negative,pie,positive,74,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,positive,4,15,food,positive,1481,,,crust,positive,35,40,slice,positive,70,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fish is so very fresh.,Fish,positive,0,4,food,positive,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The prices were CHEAP compared to the quality of service and food.,prices,positive,4,10,price,positive,634,service,positive,service,positive,49,56,food,positive,61,65,,,,,,,,,,,,,,,,,food,positive,,,,,,,,,,
Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,,,,,anecdotes/miscellaneous,negative,3058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,positive,21,40,food,positive,968,price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
less wait time for me!,wait time,positive,5,14,service,positive,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,,,,food,positive,2136,ambience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The decor is really blah, and not at all hip or happening.",decor,negative,4,9,ambience,negative,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",fish tanks,positive,103,113,anecdotes/miscellaneous,neutral,3138,ambience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You cannot go wrong at the Red Eye Grill.,,,,,anecdotes/miscellaneous,positive,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It appears to be the owner's first venture and it shows.,owner,negative,21,26,anecdotes/miscellaneous,negative,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,positive,80,85,food,positive,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I go twice a month!,,,,,anecdotes/miscellaneous,neutral,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,negative,16,20,food,negative,715,,,noodle soup dishes,negative,25,43,menu,negative,73,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,positive,40,53,food,positive,2160,,,salads,positive,71,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,positive,4,20,food,positive,3437,,,spaghetti with Scallops and Shrimp,positive,37,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was authentic.,food,positive,4,8,food,positive,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,positive,4,11,food,positive,3140,price,positive,prices,positive,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive,30,77,food,positive,1714,,,dish,positive,22,26,dishes,neutral,157,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The worst excuse for Japanese food I've ever encountered.,Japanese food,negative,21,34,anecdotes/miscellaneous,negative,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A million better places to go in the city.,,,,,anecdotes/miscellaneous,negative,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,,,,anecdotes/miscellaneous,conflict,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,,,,food,negative,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish,negative,12,33,food,negative,764,,,chicken,negative,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love it.,,,,,anecdotes/miscellaneous,positive,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you want something really different than try Jekyll and Hyde.,,,,,anecdotes/miscellaneous,positive,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,negative,7,19,service,negative,1329,anecdotes/miscellaneous,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We had Pam's special fried fish and it was amazing.,Pam's special fried fish,positive,7,31,food,positive,3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Its located in greenewich village.,,,,,anecdotes/miscellaneous,neutral,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is no excuse for such lousy service!,service,negative,34,41,service,negative,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three strikes and this restaurant is out.,,,,,anecdotes/miscellaneous,negative,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We bring in a party of ten or so every week.,,,,,anecdotes/miscellaneous,neutral,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,positive,21,40,food,positive,3304,,,Lobster Bisque,positive,92,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive,54,60,food,conflict,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral,56,61,food,positive,3203,price,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We would return to this place again!,,,,,anecdotes/miscellaneous,positive,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not enough wines by the glass either.,wines by the glass,negative,11,29,food,negative,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had the duck breast special on my last visit and it was incredible.,duck breast special,positive,10,29,food,positive,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,40,44,price,negative,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,positive,20,40,food,positive,271,,,dishes,positive,66,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat,negative,20,24,ambience,negative,2677,,,bar,neutral,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,24,28,food,positive,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,positive,86,90,anecdotes/miscellaneous,positive,551,service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive,16,28,food,positive,3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Everything I had was good, and I'm a eater.",,,,,food,positive,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One should not go to Lucky Strike for the food.,food,negative,42,46,food,negative,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative,4,11,service,negative,1196,,,table,negative,112,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We could only get through an appetizer and cheese fondue.,appetizer,neutral,29,38,food,neutral,3689,anecdotes/miscellaneous,neutral,cheese fondue,neutral,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To me it exemplifies Soho, cute, artsy, interesting.",,,,,ambience,positive,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Try everything for that matter, it is all good.",,,,,food,positive,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Both times we waited well over a half hour for a table (even though we had reservations).,table,negative,49,54,service,negative,3472,,,reservations,negative,75,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happy to be a regular at this place and would warmly recommend it to anyone.,,,,,anecdotes/miscellaneous,positive,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,,,,,anecdotes/miscellaneous,positive,3561,anecdotes/miscellaneous,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,positive,83,90,service,positive,16,,,reservation,neutral,16,27,bar,neutral,51,54,wait,positive,116,120,,,,,,,,,,,,,,,,,,,,,,,,
Try the green curry!!!,green curry,positive,8,19,food,positive,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive,11,19,food,positive,3425,,,appetizer,positive,26,35,sauce,positive,68,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,68,75,service,positive,2698,,,reservation,positive,48,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,positive,30,34,food,positive,2496,service,positive,"currys (masaman, green, red)",positive,43,71,flavor,positive,84,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food there are sastifying.,food,positive,4,8,food,positive,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I highly recommend to anyone to give this place a try.,,,,,anecdotes/miscellaneous,positive,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I highly recommend visiting this restaurant and having dinner and drinks!,dinner,positive,55,61,anecdotes/miscellaneous,positive,630,food,positive,drinks,positive,66,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The bar is very well stocked with interesting beers and well priced wines.,bar,positive,4,7,food,positive,267,,,beers,positive,46,51,wines,positive,68,73,priced,positive,61,67,,,,,,,,,,,,,,,,,,,,,,,,
I agree.,,,,,anecdotes/miscellaneous,neutral,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,negative,35,47,anecdotes/miscellaneous,negative,2657,service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was good.,food,positive,4,8,food,positive,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection,positive,6,20,food,positive,2976,,,Gigondas,positive,22,30,house champagne,positive,59,74,price,neutral,44,49,,,,,,,,,,,,,,,,,,,,,,,,
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,negative,110,115,ambience,negative,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It just wasn't Thai.,,,,,anecdotes/miscellaneous,negative,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive,53,57,food,positive,304,anecdotes/miscellaneous,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,positive,26,40,food,positive,3225,,,mussel selection,positive,51,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love to visit Murrays for my bagel fix.,bagel,positive,31,36,anecdotes/miscellaneous,positive,3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,positive,118,125,ambience,positive,2348,,,dinner reservations,positive,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommended.,,,,,anecdotes/miscellaneous,positive,2971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place was nice and calm.,place,positive,4,9,ambience,positive,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheese plate is a varied delight and great bargain at $10.,Cheese plate,positive,0,12,food,positive,532,price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,neutral,21,37,food,negative,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When we sat, we got great and fast service.",service,positive,35,42,service,positive,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Most of the servers are very attentive, friendly and quite attractive.",servers,positive,12,19,service,positive,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think locals rate this place so high.,,,,,anecdotes/miscellaneous,neutral,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service is average.,Service,neutral,0,7,service,neutral,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),positive,115,230,food,positive,2558,,,specials,positive,97,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go girls!!!,,,,,anecdotes/miscellaneous,positive,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,neutral,14,22,service,negative,3683,,,plastic forks,neutral,39,52,pita,neutral,73,77,hummus platter,neutral,87,101,,,,,,,,,,,,,,,,,,,,,,,,
"The steak is good, the fish is good and the sushi was surprisingly great.",steak,positive,4,9,food,positive,2715,,,fish,positive,23,27,sushi,positive,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For asian fusion, there are many places further downtown.",,,,,anecdotes/miscellaneous,neutral,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old school meets New world.,,,,,anecdotes/miscellaneous,neutral,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive,61,66,anecdotes/miscellaneous,positive,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative,4,11,service,negative,3513,ambience,negative,staff,negative,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is probably one of my new favorite places.,,,,,anecdotes/miscellaneous,positive,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",,,,,anecdotes/miscellaneous,negative,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
