,text,Food Probability,Place Probability,Service Probability,Topic
1650,They have a huge selection of different cream cheeses and all of their salads are great.,0.8877027,0.057148386,0.055148948,Food
1651,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,0.06988161,0.852471,0.07764743,Place
1652,The food was authentic.,0.124262005,0.16725384,0.7084842,Service
1653,The dim sum is delectable while the prices are quite easy on the wallet.,0.14967321,0.72430056,0.12602626,Place
1654,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",0.2953118,0.66491294,0.039775245,Place
1655,The worst excuse for Japanese food I've ever encountered.,0.11689007,0.76692027,0.11618972,Place
1656,A million better places to go in the city.,0.09176535,0.3420403,0.56619436,Service
1657,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",0.7183786,0.07883135,0.20279,Food
1658,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,0.75196147,0.13114409,0.116894394,Food
1659,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,0.062871054,0.8725875,0.06454145,Place
1660,I love it.,0.16818495,0.17024758,0.6615675,Service
1661,If you want something really different than try Jekyll and Hyde.,0.23574555,0.67937475,0.08487967,Place
1662,"We had reservations at 9pm, but was not seated until 10:15pm.",0.19007789,0.6951382,0.114783876,Place
1663,We had Pam's special fried fish and it was amazing.,0.24536106,0.42147285,0.3331661,Place
1664,Its located in greenewich village.,0.11611161,0.4741507,0.4097377,Place
1665,There is no excuse for such lousy service!,0.17297177,0.6466523,0.180376,Place
1666,Three strikes and this restaurant is out.,0.76558447,0.114369,0.120046586,Food
1667,We bring in a party of ten or so every week.,0.13335453,0.09060577,0.7760397,Service
1668,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,0.15373738,0.7305296,0.115733,Place
1669,"So, a little inconsistency there but either way, both pizzas were really good.",0.37007052,0.5536014,0.07632809,Place
1670,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",0.61996025,0.07729575,0.302744,Food
1671,We would return to this place again!,0.088633895,0.100940526,0.8104256,Service
1672,Not enough wines by the glass either.,0.08700994,0.8206984,0.09229166,Place
1673,I had the duck breast special on my last visit and it was incredible.,0.44248563,0.08335223,0.4741622,Service
1674,I must say it's a little pricey for the food because it was not as spectacular as the view.,0.09342813,0.104758754,0.8018131,Service
1675,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,0.42856655,0.06219128,0.5092421,Service
1676,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",0.104739726,0.45780405,0.4374562,Place
1677,No gimmicks here -- the food speaks for itself in its freshness and preparation.,0.08873309,0.09927681,0.81199,Service
1678,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",0.44880956,0.45339933,0.09779106,Place
1679,My wife had the fried shrimp which are huge and loved it.,0.070265725,0.095488526,0.8342458,Service
1680,"Everything I had was good, and I'm a eater.",0.12322942,0.7540722,0.122698344,Place
1681,One should not go to Lucky Strike for the food.,0.17486972,0.642712,0.18241835,Place
1682,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,0.03660257,0.040486217,0.92291117,Service
1683,We could only get through an appetizer and cheese fondue.,0.09267849,0.1097763,0.7975452,Service
1684,"To me it exemplifies Soho, cute, artsy, interesting.",0.16720359,0.16758142,0.665215,Service
1685,"Try everything for that matter, it is all good.",0.12323237,0.75406367,0.12270397,Place
1686,Both times we waited well over a half hour for a table (even though we had reservations).,0.9105895,0.04655373,0.042856757,Food
1687,happy to be a regular at this place and would warmly recommend it to anyone.,0.60742205,0.31261992,0.079958044,Food
1688,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,0.5283484,0.41593793,0.055713695,Food
1689,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",0.8613833,0.034184378,0.1044323,Food
1690,Try the green curry!!!,0.33333334,0.33333334,0.33333334,Food
1691,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,0.07004668,0.86159754,0.06835574,Place
1692,We were also seated promptly at the time of our reservation and the service was very quick and professional.,0.06545993,0.8693344,0.06520568,Place
1693,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",0.65528685,0.057513364,0.2871998,Food
1694,The food there are sastifying.,0.17486085,0.6428033,0.18233584,Place
1695,I highly recommend to anyone to give this place a try.,0.8682528,0.069448434,0.06229877,Food
1696,I highly recommend visiting this restaurant and having dinner and drinks!,0.881259,0.062634215,0.056106746,Food
1697,The bar is very well stocked with interesting beers and well priced wines.,0.86514086,0.072617814,0.06224136,Food
1698,I agree.,0.33333334,0.33333334,0.33333334,Food
1699,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",0.8773853,0.06199524,0.06061949,Food
1700,The food was good.,0.11885455,0.76153445,0.119611025,Place
1701,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",0.042872474,0.9046379,0.052489623,Place
1702,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",0.07420625,0.8557683,0.0700255,Place
1703,It just wasn't Thai.,0.20315622,0.61927617,0.17756768,Place
1704,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,0.047955412,0.4733027,0.4787419,Service
1705,I particularly love their yellowfun tuna and their mussel selection.,0.59539926,0.08883986,0.31576094,Food
1706,I love to visit Murrays for my bagel fix.,0.08585733,0.0867095,0.82743317,Service
1707,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",0.06796607,0.8663056,0.06572833,Place
1708,Recommended.,0.6556099,0.17299321,0.17139685,Food
1709,The place was nice and calm.,0.12400031,0.2137987,0.662201,Service
1710,Cheese plate is a varied delight and great bargain at $10.,0.090695076,0.092101395,0.8172035,Service
1711,I could have drank 4 glasses of water and still been parched - so watch out.,0.07249742,0.07124279,0.8562598,Service
1712,"When we sat, we got great and fast service.",0.087950125,0.34232205,0.56972784,Service
1713,"Most of the servers are very attentive, friendly and quite attractive.",0.079994336,0.84683985,0.073165804,Place
1714,I think locals rate this place so high.,0.7858029,0.12400393,0.09019319,Food
1715,Service is average.,0.11466416,0.76678777,0.11854806,Place
1716,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,0.33936754,0.62314326,0.0374892,Place
1717,Go girls!!!,0.33333334,0.33333334,0.33333334,Food
1718,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",0.17069073,0.18952504,0.6397843,Service
1719,"The steak is good, the fish is good and the sushi was surprisingly great.",0.3759292,0.34522715,0.27884367,Food
1720,"For asian fusion, there are many places further downtown.",0.6296056,0.24146266,0.12893179,Food
1721,Old school meets New world.,0.17103311,0.64590716,0.1830597,Place
1722,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,0.18971248,0.6610116,0.1492759,Place
1723,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",0.8668168,0.067619346,0.06556388,Food
1724,This is probably one of my new favorite places.,0.12201313,0.15563719,0.7223497,Service
1725,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",0.35740858,0.55993944,0.08265202,Place
1726,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",0.7993636,0.0877027,0.11293366,Food
1727,The one on the east side is much better than the one on the west side.,0.056751367,0.0629326,0.880316,Service
1728,They all know you.,0.17242692,0.17668228,0.6508908,Service
1729,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",0.59856164,0.07432941,0.32710895,Food
1730,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,0.6186192,0.19645861,0.18492219,Food
1731,The buffet had a nice selection.,0.7118978,0.12531866,0.16278353,Food
1732,Waitstaff are very friendly.,0.18380387,0.61121595,0.20498022,Place
1733,This restaurant is such a great place.,0.14778708,0.7545575,0.09765541,Place
1734,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",0.20236301,0.17771824,0.61991876,Service
1735,I've been several times and am totally smitten.,0.17471515,0.17849332,0.6467916,Service
1736,Terrible experience.,0.6583031,0.16825783,0.1734391,Food
1737,I love the place.,0.11841468,0.16163722,0.71994805,Service
1738,Service was slow had to wait to order and get food although not crowded.,0.18639387,0.15657595,0.65703017,Service
1739,Will have to return to try the chocolate!,0.16791871,0.17380832,0.658273,Service
1740,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",0.20312536,0.6267008,0.17017385,Place
1741,There is a real gallery of stars that have visited.,0.17678984,0.18335113,0.639859,Service
1742,"The food was below average, the service was pathetic, there was no ambience at all.",0.081829235,0.8381589,0.08001188,Place
1743,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,0.5935397,0.3173139,0.08914641,Food
1744,Our first time in New York and we had to try a New York Bagel.,0.05868423,0.06077173,0.880544,Service
1745,service was efficient courteous.,0.17297487,0.64660615,0.18041901,Place
1746,this one is definintely my least favorite.,0.11779239,0.114117645,0.76809,Service
1747,I have been urged by friends for months to check out the mermaid inn.,0.774879,0.11321411,0.111906916,Food
1748,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,0.24766904,0.07754057,0.6747904,Service
1749,"Everytime my husband and I go there, we are never disappointed.",0.0931701,0.10104308,0.80578685,Service
